DAY;COUNTRY;CURRENCY;ORDERCHANNEL;ORDERTYPE;ORDER; TOTAL PRICE (local) ; TOTAL PRICE (EUR) 
20/11/2024;MX;MXN;INDIRECTRETAILSR;ZDE;1; 599.00 ; 28.15 
20/11/2024;MX;MXN;WEBSITE;ZKL;2; -   ; -   
20/11/2024;MX;MXN;WEBSITE;ZL2;2; 1,558.00 ; 73.23 
20/11/2024;MX;MXN;WEBSITE;ZL3;3; 2,937.00 ; 138.04 
20/11/2024;MX;MXN;WEBSITE;ZLD;2; 40.00 ; 1.88 
20/11/2024;MX;MXN;WEBSITE;ZTA;34; 27,840.15 ; 1,308.49 
20/11/2024;PH;PHP;CEF;ZTA;143; 141,553.00 ; 2,264.85 
20/11/2024;PH;PHP;DIRECTRETAIL;ZKL;5; -   ; -   
20/11/2024;PH;PHP;DIRECTRETAIL;ZTA;833; 1,175,628.00 ; 18,810.05 
20/11/2024;PH;PHP;INDIRECTRETAIL;ZBC;1; 1,689.00 ; 27.02 
20/11/2024;PH;PHP;INDIRECTRETAILSR;ZDE;19; 32,110.00 ; 513.76 
20/11/2024;PH;PHP;WEBSITE;ZTA;194; 450,330.00 ; 7,205.28 
20/11/2024;PK;PKR;WEBSITE;ZTA;7; 5,300.19 ; 16.96 
20/11/2024;SK;EUR;CEF;ZTA;74; 1,652.40 ; 1,652.40 
20/11/2024;SK;EUR;CSC;ZKL;3; -   ; -   
20/11/2024;SK;EUR;CSC;ZTA;194; 17,536.54 ; 17,536.54 
20/11/2024;SK;EUR;DIRECTRETAIL;ZKL;177; -   ; -   
20/11/2024;SK;EUR;DIRECTRETAIL;ZTA;1444; 55,845.32 ; 55,845.32 
20/11/2024;SK;EUR;WEBSITE;ZKL;3; -   ; -   
20/11/2024;SK;EUR;WEBSITE;ZLD;1; 16.20 ; 16.20 
20/11/2024;SK;EUR;WEBSITE;ZTA;366; 21,358.18 ; 21,358.18 
20/11/2024;TN;TND;CEF;ZTA;53; 7,518.00 ; 2,180.22 
20/11/2024;TN;TND;DIRECTRETAIL;ZKL;1; -   ; -   
20/11/2024;TN;TND;DIRECTRETAIL;ZTA;59; 8,847.00 ; 2,565.63 
21/11/2024;AE;AED;CSC;ZKL;1; -   ; -   
21/11/2024;AE;AED;DIRECTRETAIL;ZKL;3; -   ; -   
21/11/2024;AE;AED;DIRECTRETAIL;ZTA;153; 33,330.00 ; 8,665.80 
21/11/2024;AE;AED;INDIRECTRETAIL;ZBC;5; 850.00 ; 221.00 
21/11/2024;AE;AED;WEBSITE;ZTA;49; 20,440.00 ; 5,314.40 
21/11/2024;AZ;AZN;CEF;ZKL;8; -   ; -   
21/11/2024;AZ;AZN;CEF;ZTA;76; 7,690.80 ; 4,306.85 
21/11/2024;CR;CRC;CEF;ZTA;19; 398,500.00 ; 749.18 
21/11/2024;CR;CRC;CSC;ZTA;5; 166,800.00 ; 313.58 
21/11/2024;CR;CRC;WEBSITE;ZL2;1; 35,000.00 ; 65.80 
21/11/2024;CR;CRC;WEBSITE;ZTA;13; 390,900.00 ; 734.89 
21/11/2024;CZ;CZK;CEF;ZTA;37; 11,126.00 ; 445.04 
21/11/2024;CZ;CZK;CSC;ZKL;3; -   ; -   
21/11/2024;CZ;CZK;CSC;ZTA;118; 156,906.00 ; 6,276.24 
21/11/2024;CZ;CZK;DIRECTRETAIL;ZKL;255; -   ; -   
21/11/2024;CZ;CZK;DIRECTRETAIL;ZTA;5494; 5,319,221.00 ; 212,768.84 
21/11/2024;CZ;CZK;INDIRECTRETAIL;ZBC;105; 40,845.00 ; 1,633.80 
21/11/2024;CZ;CZK;WEBSITE;ZKL;5; -   ; -   
21/11/2024;CZ;CZK;WEBSITE;ZLD;2; 780.00 ; 31.20 
21/11/2024;CZ;CZK;WEBSITE;ZTA;687; 1,696,052.00 ; 67,842.08 
21/11/2024;DE;EUR;ATHOME;ZFG;107; -   ; -   
21/11/2024;DE;EUR;CEF;ZTA;220; 4,926.90 ; 4,926.90 
21/11/2024;DE;EUR;CSC;ZKL;28; -   ; -   
21/11/2024;DE;EUR;CSC;ZL2;2; 98.00 ; 98.00 
21/11/2024;DE;EUR;CSC;ZTA;142; 567.20 ; 567.20 
21/11/2024;DE;EUR;DIRECTRETAIL;ZKL;19; -   ; -   
21/11/2024;DE;EUR;DIRECTRETAIL;ZL2;1; 49.00 ; 49.00 
21/11/2024;DE;EUR;DIRECTRETAIL;ZLD;1; -   ; -   
21/11/2024;DE;EUR;DIRECTRETAIL;ZTA;1055; 30,540.22 ; 30,540.22 
21/11/2024;DE;EUR;INDIRECTRETAILSR;ZDE;261; 9,819.00 ; 9,819.00 
21/11/2024;DE;EUR;INDIRECTRETAILSR;ZFG;219; -   ; -   
21/11/2024;DE;EUR;INTERNATIONALMARKETPLACE;ZTA;18; 1,245.00 ; 1,245.00 
21/11/2024;DE;EUR;WEBSITE;ZKL;14; -   ; -   
21/11/2024;DE;EUR;WEBSITE;ZL2;281; 13,729.00 ; 13,729.00 
21/11/2024;DE;EUR;WEBSITE;ZL3;20; 980.00 ; 980.00 
21/11/2024;DE;EUR;WEBSITE;ZLD;98; -   ; -   
21/11/2024;DE;EUR;WEBSITE;ZTA;1495; 102,635.25 ; 102,635.25 
21/11/2024;EG;EGP;CEF;ZTA;5; 3,500.20 ; 66.50 
21/11/2024;EG;EGP;CSC;ZKL;4; -   ; -   
21/11/2024;EG;EGP;CSC;ZTA;92; 154,935.95 ; 2,943.78 
21/11/2024;EG;EGP;DIRECTRETAIL;ZKL;38; -   ; -   
21/11/2024;EG;EGP;DIRECTRETAIL;ZTA;721; 898,095.97 ; 17,063.82 
21/11/2024;EG;EGP;INDIRECTRETAILSR;ZDE;99; 79,179.00 ; 1,504.40 
21/11/2024;EG;EGP;WEBSITE;ZKL;4; -   ; -   
21/11/2024;EG;EGP;WEBSITE;ZTA;298; 507,426.00 ; 9,641.09 
21/11/2024;FR;EUR;CSC;ZKL;24; -   ; -   
21/11/2024;FR;EUR;WEBSITE;ZKL;8; -   ; -   
21/11/2024;FR;EUR;WEBSITE;ZL2;18; 252.00 ; 252.00 
21/11/2024;FR;EUR;WEBSITE;ZL3;1; 14.00 ; 14.00 
21/11/2024;FR;EUR;WEBSITE;ZLD;18; 18.00 ; 18.00 
21/11/2024;FR;EUR;WEBSITE;ZTA;65; 3,793.58 ; 3,793.58 
21/11/2024;GB;GBP;CSC;ZKL;13; -   ; -   
21/11/2024;GB;GBP;CSC;ZTA;23; 621.95 ; 752.56 
21/11/2024;GB;GBP;DIRECTRETAIL;ZKL;2; -   ; -   
21/11/2024;GB;GBP;DIRECTRETAIL;ZTA;68; 3,400.28 ; 4,114.34 
21/11/2024;GB;GBP;INDIRECTRETAILSR;ZDE;79; 2,061.00 ; 2,493.81 
21/11/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;19; 454.00 ; 549.34 
21/11/2024;GB;GBP;WEBSITE;ZKL;6; -   ; -   
21/11/2024;GB;GBP;WEBSITE;ZL2;44; 1,019.00 ; 1,232.99 
21/11/2024;GB;GBP;WEBSITE;ZL3;17; 453.00 ; 548.13 
21/11/2024;GB;GBP;WEBSITE;ZLD;64; 318.72 ; 385.65 
21/11/2024;GB;GBP;WEBSITE;ZTA;1122; 109,218.09 ; 132,153.89 
21/11/2024;GB;GBP;WEBSITE;ZUP;1; 29.00 ; 35.09 
21/11/2024;ID;IDR;CEF;ZKL;2; -   ; -   
21/11/2024;ID;IDR;CEF;ZTA;2395; 543,517,024.00 ; 32,611.02 
21/11/2024;ID;IDR;CSC;ZKL;3; -   ; -   
21/11/2024;ID;IDR;CSC;ZTA;12; 2,417,000.00 ; 145.02 
21/11/2024;ID;IDR;DIRECTRETAIL;ZKL;14; -   ; -   
21/11/2024;ID;IDR;DIRECTRETAIL;ZTA;1956; 526,203,000.00 ; 31,572.18 
21/11/2024;ID;IDR;WEBSITE;ZKL;3; -   ; -   
21/11/2024;ID;IDR;WEBSITE;ZTA;216; 147,623,000.00 ; 8,857.38 
21/11/2024;KG;KGS;CEF;ZTA;81; 269,700.00 ; 2,966.70 
21/11/2024;MA;MAD;CEF;ZKL;3; -   ; -   
21/11/2024;MA;MAD;CEF;ZTA;40; 11,174.99 ; 1,061.62 
21/11/2024;MA;MAD;DIRECTRETAIL;ZTA;13; 4,670.00 ; 443.65 
21/11/2024;MV;MVR;DIRECTRETAIL;ZTA;4; 2,375.00 ; 140.13 
21/11/2024;MX;MXN;CEF;ZTA;184; 116,945.20 ; 5,496.42 
21/11/2024;MX;MXN;CSC;ZKL;3; -   ; -   
21/11/2024;MX;MXN;CSC;ZL2;1; 399.30 ; 18.77 
21/11/2024;MX;MXN;CSC;ZTA;31; 15,975.99 ; 750.87 
21/11/2024;MX;MXN;DIRECTRETAIL;ZTA;284; 206,173.20 ; 9,690.14 
21/11/2024;MX;MXN;INDIRECTRETAIL;ZBC;29; 19,398.60 ; 911.73 
21/11/2024;MX;MXN;INDIRECTRETAILSR;ZDE;2; 1,598.00 ; 75.11 
21/11/2024;MX;MXN;WEBSITE;ZL2;1; 979.00 ; 46.01 
21/11/2024;MX;MXN;WEBSITE;ZL3;2; 1,958.00 ; 92.03 
21/11/2024;MX;MXN;WEBSITE;ZLD;4; 80.00 ; 3.76 
21/11/2024;MX;MXN;WEBSITE;ZTA;50; 24,025.10 ; 1,129.18 
21/11/2024;PH;PHP;CEF;ZKL;1; -   ; -   
21/11/2024;PH;PHP;CEF;ZTA;145; 133,670.02 ; 2,138.72 
21/11/2024;PH;PHP;DIRECTRETAIL;ZKL;2; -   ; -   
21/11/2024;PH;PHP;DIRECTRETAIL;ZTA;791; 1,119,450.00 ; 17,911.20 
21/11/2024;PH;PHP;INDIRECTRETAILSR;ZDE;27; 45,630.00 ; 730.08 
21/11/2024;PH;PHP;WEBSITE;ZTA;172; 392,800.00 ; 6,284.80 
21/11/2024;PK;PKR;WEBSITE;ZTA;16; 10,010.20 ; 32.03 
21/11/2024;SK;EUR;CEF;ZBC;41; 1,339.90 ; 1,339.90 
21/11/2024;SK;EUR;CEF;ZTA;69; 1,816.40 ; 1,816.40 
21/11/2024;SK;EUR;CSC;ZKL;4; -   ; -   
21/11/2024;SK;EUR;CSC;ZTA;150; 13,370.92 ; 13,370.92 
21/11/2024;SK;EUR;DIRECTRETAIL;ZKL;164; -   ; -   
21/11/2024;SK;EUR;DIRECTRETAIL;ZTA;1374; 53,664.02 ; 53,664.02 
21/11/2024;SK;EUR;WEBSITE;ZKL;2; -   ; -   
21/11/2024;SK;EUR;WEBSITE;ZL2;2; 49.80 ; 49.80 
21/11/2024;SK;EUR;WEBSITE;ZL3;1; 34.90 ; 34.90 
21/11/2024;SK;EUR;WEBSITE;ZLD;2; 34.00 ; 34.00 
21/11/2024;SK;EUR;WEBSITE;ZTA;210; 13,426.55 ; 13,426.55 
21/11/2024;TN;TND;CEF;ZTA;56; 7,625.00 ; 2,211.25 
21/11/2024;TN;TND;CSC;ZTA;1; 200.00 ; 58.00 
21/11/2024;TN;TND;DIRECTRETAIL;ZKL;7; -   ; -   
21/11/2024;TN;TND;DIRECTRETAIL;ZTA;52; 7,088.00 ; 2,055.52 
21/11/2024;TN;TND;WEBSITE;ZTA;1; 190.00 ; 55.10 
22/11/2024;AE;AED;DIRECTRETAIL;ZKL;4; -   ; -   
22/11/2024;AE;AED;DIRECTRETAIL;ZTA;166; 41,030.00 ; 10,667.80 
22/11/2024;AE;AED;INDIRECTRETAIL;ZBC;6; 1,080.00 ; 280.80 
22/11/2024;AE;AED;WEBSITE;ZTA;42; 17,090.00 ; 4,443.40 
22/11/2024;AZ;AZN;CEF;ZKL;3; -   ; -   
22/11/2024;AZ;AZN;CEF;ZTA;79; 8,632.20 ; 4,834.03 
22/11/2024;CR;CRC;CEF;ZTA;23; 590,450.00 ; 1,110.05 
22/11/2024;CR;CRC;CSC;ZTA;5; 159,800.00 ; 300.42 
22/11/2024;CR;CRC;WEBSITE;ZTA;1; 27,000.00 ; 50.76 
22/11/2024;CZ;CZK;CEF;ZTA;102; 20,715.00 ; 828.60 
22/11/2024;CZ;CZK;CSC;ZKL;2; -   ; -   
22/11/2024;CZ;CZK;CSC;ZTA;122; 136,657.00 ; 5,466.28 
22/11/2024;CZ;CZK;DIRECTRETAIL;ZKL;259; -   ; -   
22/11/2024;CZ;CZK;DIRECTRETAIL;ZTA;6344; 6,009,596.00 ; 240,383.84 
22/11/2024;CZ;CZK;INDIRECTRETAIL;ZBC;88; 34,232.00 ; 1,369.28 
22/11/2024;CZ;CZK;WEBSITE;ZKL;5; -   ; -   
22/11/2024;CZ;CZK;WEBSITE;ZL2;2; 2,480.00 ; 99.20 
22/11/2024;CZ;CZK;WEBSITE;ZTA;420; 1,036,720.00 ; 41,468.80 
22/11/2024;DE;EUR;ATHOME;ZFG;88; -   ; -   
22/11/2024;DE;EUR;CEF;ZTA;331; 7,424.65 ; 7,424.65 
22/11/2024;DE;EUR;CSC;ZKL;24; -   ; -   
22/11/2024;DE;EUR;CSC;ZL2;1; 49.00 ; 49.00 
22/11/2024;DE;EUR;CSC;ZLD;2; -   ; -   
22/11/2024;DE;EUR;CSC;ZRS;2; -   ; -   
22/11/2024;DE;EUR;CSC;ZTA;126; 1,205.52 ; 1,205.52 
22/11/2024;DE;EUR;DIRECTRETAIL;ZKL;32; -   ; -   
22/11/2024;DE;EUR;DIRECTRETAIL;ZLD;3; -   ; -   
22/11/2024;DE;EUR;DIRECTRETAIL;ZTA;1303; 36,142.82 ; 36,142.82 
22/11/2024;DE;EUR;INDIRECTRETAILSR;ZDE;295; 11,237.00 ; 11,237.00 
22/11/2024;DE;EUR;INDIRECTRETAILSR;ZFG;264; -   ; -   
22/11/2024;DE;EUR;INTERNATIONALMARKETPLACE;ZTA;11; 918.00 ; 918.00 
22/11/2024;DE;EUR;WEBSITE;ZKL;27; -   ; -   
22/11/2024;DE;EUR;WEBSITE;ZL2;36; 1,764.00 ; 1,764.00 
22/11/2024;DE;EUR;WEBSITE;ZL3;3; 147.00 ; 147.00 
22/11/2024;DE;EUR;WEBSITE;ZLD;71; -   ; -   
22/11/2024;DE;EUR;WEBSITE;ZTA;1364; 87,771.01 ; 87,771.01 
22/11/2024;EG;EGP;CEF;ZTA;18; 6,002.20 ; 114.04 
22/11/2024;EG;EGP;CSC;ZTA;80; 124,414.95 ; 2,363.88 
22/11/2024;EG;EGP;DIRECTRETAIL;ZKL;41; -   ; -   
22/11/2024;EG;EGP;DIRECTRETAIL;ZTA;986; 949,082.68 ; 18,032.57 
22/11/2024;EG;EGP;INDIRECTRETAILSR;ZDE;78; 63,218.00 ; 1,201.14 
22/11/2024;EG;EGP;WEBSITE;ZKL;7; -   ; -   
22/11/2024;EG;EGP;WEBSITE;ZTA;275; 487,322.99 ; 9,259.14 
22/11/2024;FR;EUR;CSC;ZKL;17; -   ; -   
22/11/2024;FR;EUR;CSC;ZL2;1; 14.00 ; 14.00 
22/11/2024;FR;EUR;CSC;ZLD;1; 1.00 ; 1.00 
22/11/2024;FR;EUR;CSC;ZTA;3; 89.00 ; 89.00 
22/11/2024;FR;EUR;WEBSITE;ZL2;1; 14.00 ; 14.00 
22/11/2024;FR;EUR;WEBSITE;ZLD;28; 28.00 ; 28.00 
22/11/2024;FR;EUR;WEBSITE;ZTA;61; 3,179.59 ; 3,179.59 
22/11/2024;GB;GBP;CSC;ZKL;7; -   ; -   
22/11/2024;GB;GBP;CSC;ZL2;1; 25.00 ; 30.25 
22/11/2024;GB;GBP;CSC;ZRS;3; -   ; -   
22/11/2024;GB;GBP;CSC;ZTA;27; 750.33 ; 907.90 
22/11/2024;GB;GBP;DIRECTRETAIL;ZKL;1; -   ; -   
22/11/2024;GB;GBP;DIRECTRETAIL;ZTA;114; 6,040.54 ; 7,309.05 
22/11/2024;GB;GBP;INDIRECTRETAILSR;ZDE;67; 1,773.00 ; 2,145.33 
22/11/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;20; 471.00 ; 569.91 
22/11/2024;GB;GBP;WEBSITE;ZKL;3; -   ; -   
22/11/2024;GB;GBP;WEBSITE;ZL2;10; 262.00 ; 317.02 
22/11/2024;GB;GBP;WEBSITE;ZL3;2; 78.00 ; 94.38 
22/11/2024;GB;GBP;WEBSITE;ZLD;61; 303.78 ; 367.57 
22/11/2024;GB;GBP;WEBSITE;ZTA;1092; 108,316.71 ; 131,063.22 
22/11/2024;GB;GBP;WEBSITE;ZUP;2; 38.00 ; 45.98 
22/11/2024;ID;IDR;CEF;ZKL;1; -   ; -   
22/11/2024;ID;IDR;CEF;ZTA;2315; 572,615,037.00 ; 34,356.90 
22/11/2024;ID;IDR;CSC;ZKL;4; -   ; -   
22/11/2024;ID;IDR;CSC;ZTA;13; 9,103,000.00 ; 546.18 
22/11/2024;ID;IDR;DIRECTRETAIL;ZKL;10; -   ; -   
22/11/2024;ID;IDR;DIRECTRETAIL;ZTA;2394; 668,525,000.00 ; 40,111.50 
22/11/2024;ID;IDR;WEBSITE;ZKL;5; -   ; -   
22/11/2024;ID;IDR;WEBSITE;ZTA;207; 158,185,000.00 ; 9,491.10 
22/11/2024;KG;KGS;CEF;ZKL;3; -   ; -   
22/11/2024;KG;KGS;CEF;ZTA;71; 237,300.00 ; 2,610.30 
22/11/2024;MA;MAD;CEF;ZTA;59; 24,204.99 ; 2,299.47 
22/11/2024;MA;MAD;DIRECTRETAIL;ZTA;17; 7,865.00 ; 747.18 
22/11/2024;MX;MXN;CEF;ZTA;284; 166,281.60 ; 7,815.24 
22/11/2024;MX;MXN;CSC;ZKL;7; -   ; -   
22/11/2024;MX;MXN;CSC;ZTA;36; 18,930.90 ; 889.75 
22/11/2024;MX;MXN;DIRECTRETAIL;ZKL;6; -   ; -   
22/11/2024;MX;MXN;DIRECTRETAIL;ZL2;1; 579.00 ; 27.21 
22/11/2024;MX;MXN;DIRECTRETAIL;ZTA;299; 179,630.85 ; 8,442.65 
22/11/2024;MX;MXN;INDIRECTRETAIL;ZBC;23; 12,043.30 ; 566.04 
22/11/2024;MX;MXN;WEBSITE;ZKL;1; -   ; -   
22/11/2024;MX;MXN;WEBSITE;ZL3;2; 1,958.00 ; 92.03 
22/11/2024;MX;MXN;WEBSITE;ZLD;5; 100.00 ; 4.70 
22/11/2024;MX;MXN;WEBSITE;ZTA;41; 27,228.90 ; 1,279.76 
22/11/2024;PH;PHP;CEF;ZTA;154; 177,430.00 ; 2,838.88 
22/11/2024;PH;PHP;DIRECTRETAIL;ZKL;2; -   ; -   
22/11/2024;PH;PHP;DIRECTRETAIL;ZTA;930; 1,312,340.00 ; 20,997.44 
22/11/2024;PH;PHP;INDIRECTRETAIL;ZBC;1; 1,689.00 ; 27.02 
22/11/2024;PH;PHP;INDIRECTRETAILSR;ZDE;19; 32,110.00 ; 513.76 
22/11/2024;PH;PHP;WEBSITE;ZTA;143; 343,570.00 ; 5,497.12 
22/11/2024;PK;PKR;WEBSITE;ZTA;8; 6,300.15 ; 20.16 
22/11/2024;SK;EUR;CEF;ZBC;55; 1,800.50 ; 1,800.50 
22/11/2024;SK;EUR;CEF;ZTA;53; 1,189.30 ; 1,189.30 
22/11/2024;SK;EUR;CSC;ZKL;3; -   ; -   
22/11/2024;SK;EUR;CSC;ZTA;167; 15,598.08 ; 15,598.08 
22/11/2024;SK;EUR;DIRECTRETAIL;ZKL;153; -   ; -   
22/11/2024;SK;EUR;DIRECTRETAIL;ZTA;1427; 59,481.75 ; 59,481.75 
22/11/2024;SK;EUR;WEBSITE;ZL2;1; 34.90 ; 34.90 
22/11/2024;SK;EUR;WEBSITE;ZTA;140; 6,057.30 ; 6,057.30 
22/11/2024;TN;TND;CEF;ZTA;49; 7,062.00 ; 2,047.98 
22/11/2024;TN;TND;DIRECTRETAIL;ZKL;6; -   ; -   
22/11/2024;TN;TND;DIRECTRETAIL;ZTA;57; 8,664.00 ; 2,512.56 
23/11/2024;AE;AED;DIRECTRETAIL;ZKL;3; -   ; -   
23/11/2024;AE;AED;DIRECTRETAIL;ZTA;165; 49,660.00 ; 12,911.60 
23/11/2024;AE;AED;INDIRECTRETAIL;ZBC;6; 1,300.00 ; 338.00 
23/11/2024;AE;AED;WEBSITE;ZTA;37; 14,015.00 ; 3,643.90 
23/11/2024;AZ;AZN;CEF;ZKL;6; -   ; -   
23/11/2024;AZ;AZN;CEF;ZTA;108; 12,009.00 ; 6,725.04 
23/11/2024;CR;CRC;CEF;ZTA;2; 52,250.00 ; 98.23 
23/11/2024;CR;CRC;WEBSITE;ZL2;1; 34,500.00 ; 64.86 
23/11/2024;CR;CRC;WEBSITE;ZTA;3; 138,800.00 ; 260.94 
23/11/2024;CZ;CZK;CEF;ZTA;15; 8,369.00 ; 334.76 
23/11/2024;CZ;CZK;CSC;ZTA;4; 7,966.00 ; 318.64 
23/11/2024;CZ;CZK;DIRECTRETAIL;ZKL;244; -   ; -   
23/11/2024;CZ;CZK;DIRECTRETAIL;ZTA;4719; 4,232,979.00 ; 169,319.16 
23/11/2024;CZ;CZK;INDIRECTRETAIL;ZBC;43; 16,727.00 ; 669.08 
23/11/2024;CZ;CZK;WEBSITE;ZKL;7; -   ; -   
23/11/2024;CZ;CZK;WEBSITE;ZLD;1; 390.00 ; 15.60 
23/11/2024;CZ;CZK;WEBSITE;ZTA;353; 884,918.00 ; 35,396.72 
23/11/2024;DE;EUR;ATHOME;ZFG;57; -   ; -   
23/11/2024;DE;EUR;CEF;ZTA;419; 10,112.10 ; 10,112.10 
23/11/2024;DE;EUR;CSC;ZKL;13; -   ; -   
23/11/2024;DE;EUR;CSC;ZRS;1; -   ; -   
23/11/2024;DE;EUR;CSC;ZTA;18; 280.50 ; 280.50 
23/11/2024;DE;EUR;DIRECTRETAIL;ZKL;26; -   ; -   
23/11/2024;DE;EUR;DIRECTRETAIL;ZL2;3; 147.00 ; 147.00 
23/11/2024;DE;EUR;DIRECTRETAIL;ZLD;1; -   ; -   
23/11/2024;DE;EUR;DIRECTRETAIL;ZTA;2130; 63,196.86 ; 63,196.86 
23/11/2024;DE;EUR;INDIRECTRETAILSR;ZDE;366; 13,380.00 ; 13,380.00 
23/11/2024;DE;EUR;INDIRECTRETAILSR;ZFG;329; -   ; -   
23/11/2024;DE;EUR;INTERNATIONALMARKETPLACE;ZTA;13; 809.00 ; 809.00 
23/11/2024;DE;EUR;WEBSITE;ZKL;18; -   ; -   
23/11/2024;DE;EUR;WEBSITE;ZL2;318; 15,572.00 ; 15,572.00 
23/11/2024;DE;EUR;WEBSITE;ZL3;28; 1,372.00 ; 1,372.00 
23/11/2024;DE;EUR;WEBSITE;ZLD;89; -   ; -   
23/11/2024;DE;EUR;WEBSITE;ZTA;1293; 80,394.28 ; 80,394.28 
23/11/2024;EG;EGP;CEF;ZTA;7; 5,000.30 ; 95.01 
23/11/2024;EG;EGP;CSC;ZKL;2; -   ; -   
23/11/2024;EG;EGP;CSC;ZTA;88; 138,809.96 ; 2,637.39 
23/11/2024;EG;EGP;DIRECTRETAIL;ZKL;28; -   ; -   
23/11/2024;EG;EGP;DIRECTRETAIL;ZTA;770; 927,543.78 ; 17,623.33 
23/11/2024;EG;EGP;INDIRECTRETAILSR;ZDE;70; 58,850.00 ; 1,118.15 
23/11/2024;EG;EGP;WEBSITE;ZKL;6; -   ; -   
23/11/2024;EG;EGP;WEBSITE;ZTA;397; 626,650.00 ; 11,906.35 
23/11/2024;FR;EUR;CSC;ZKL;14; -   ; -   
23/11/2024;FR;EUR;CSC;ZTA;5; 89.00 ; 89.00 
23/11/2024;FR;EUR;WEBSITE;ZKL;1; -   ; -   
23/11/2024;FR;EUR;WEBSITE;ZL2;13; 182.00 ; 182.00 
23/11/2024;FR;EUR;WEBSITE;ZL3;1; 14.00 ; 14.00 
23/11/2024;FR;EUR;WEBSITE;ZLD;17; 17.00 ; 17.00 
23/11/2024;FR;EUR;WEBSITE;ZTA;55; 3,448.19 ; 3,448.19 
23/11/2024;GB;GBP;CSC;ZKL;6; -   ; -   
23/11/2024;GB;GBP;CSC;ZTA;13; 196.00 ; 237.16 
23/11/2024;GB;GBP;DIRECTRETAIL;ZKL;3; -   ; -   
23/11/2024;GB;GBP;DIRECTRETAIL;ZTA;88; 4,139.41 ; 5,008.69 
23/11/2024;GB;GBP;INDIRECTRETAILSR;ZDE;55; 1,525.00 ; 1,845.25 
23/11/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;21; 471.00 ; 569.91 
23/11/2024;GB;GBP;WEBSITE;ZKL;3; -   ; -   
23/11/2024;GB;GBP;WEBSITE;ZL2;32; 728.00 ; 880.88 
23/11/2024;GB;GBP;WEBSITE;ZL3;7; 231.00 ; 279.51 
23/11/2024;GB;GBP;WEBSITE;ZLD;56; 278.88 ; 337.44 
23/11/2024;GB;GBP;WEBSITE;ZTA;907; 84,152.86 ; 101,824.96 
23/11/2024;ID;IDR;CEF;ZKL;1; -   ; -   
23/11/2024;ID;IDR;CEF;ZTA;1878; 408,786,018.00 ; 24,527.16 
23/11/2024;ID;IDR;CSC;ZKL;8; -   ; -   
23/11/2024;ID;IDR;CSC;ZTA;5; 1,199,000.00 ; 71.94 
23/11/2024;ID;IDR;DIRECTRETAIL;ZKL;9; -   ; -   
23/11/2024;ID;IDR;DIRECTRETAIL;ZTA;2526; 669,145,000.00 ; 40,148.70 
23/11/2024;ID;IDR;WEBSITE;ZKL;4; -   ; -   
23/11/2024;ID;IDR;WEBSITE;ZTA;187; 129,303,000.00 ; 7,758.18 
23/11/2024;KG;KGS;CEF;ZTA;52; 177,699.00 ; 1,954.69 
23/11/2024;MA;MAD;CEF;ZKL;4; -   ; -   
23/11/2024;MA;MAD;CEF;ZTA;49; 15,849.99 ; 1,505.75 
23/11/2024;MA;MAD;DIRECTRETAIL;ZTA;20; 8,670.00 ; 823.65 
23/11/2024;MV;MVR;DIRECTRETAIL;ZTA;3; 4,935.00 ; 291.17 
23/11/2024;MX;MXN;CEF;ZTA;314; 190,716.10 ; 8,963.66 
23/11/2024;MX;MXN;CSC;ZKL;1; -   ; -   
23/11/2024;MX;MXN;CSC;ZL2;3; 1,477.90 ; 69.46 
23/11/2024;MX;MXN;CSC;ZTA;25; 14,061.30 ; 660.88 
23/11/2024;MX;MXN;DIRECTRETAIL;ZKL;4; -   ; -   
23/11/2024;MX;MXN;DIRECTRETAIL;ZTA;365; 260,210.60 ; 12,229.90 
23/11/2024;MX;MXN;INDIRECTRETAIL;ZBC;37; 24,322.70 ; 1,143.17 
23/11/2024;MX;MXN;WEBSITE;ZL2;1; 979.00 ; 46.01 
23/11/2024;MX;MXN;WEBSITE;ZL3;3; 2,937.00 ; 138.04 
23/11/2024;MX;MXN;WEBSITE;ZLD;2; 40.00 ; 1.88 
23/11/2024;MX;MXN;WEBSITE;ZTA;25; 14,193.80 ; 667.11 
23/11/2024;PH;PHP;CEF;ZTA;148; 188,591.02 ; 3,017.46 
23/11/2024;PH;PHP;DIRECTRETAIL;ZKL;1; -   ; -   
23/11/2024;PH;PHP;DIRECTRETAIL;ZTA;940; 1,517,869.00 ; 24,285.90 
23/11/2024;PH;PHP;INDIRECTRETAILSR;ZDE;34; 57,460.00 ; 919.36 
23/11/2024;PH;PHP;WEBSITE;ZTA;143; 371,720.00 ; 5,947.52 
23/11/2024;PK;PKR;WEBSITE;ZTA;8; 6,390.14 ; 20.45 
23/11/2024;SK;EUR;CEF;ZBC;45; 1,480.50 ; 1,480.50 
23/11/2024;SK;EUR;CEF;ZTA;61; 1,647.50 ; 1,647.50 
23/11/2024;SK;EUR;CSC;ZTA;4; 375.24 ; 375.24 
23/11/2024;SK;EUR;DIRECTRETAIL;ZKL;142; -   ; -   
