DAY;COUNTRY;CURRENCY;ORDERCHANNEL;ORDERTYPE;ORDER;TOTAL PRICE;RATES;EUR
01/01/2024;AE;AED;CSC;ZKL;4;0.00;0.26;0.00
01/01/2024;AE;AED;DIRECTRETAIL;ZKL;15;0.00;0.26;0.00
01/01/2024;AE;AED;DIRECTRETAIL;ZTA;210;59185.00;0.26;15388.10
01/01/2024;AE;AED;INDIRECTRETAIL;ZBC;18;3140.00;0.26;816.40
01/01/2024;AE;AED;WEBSITE;ZKL;1;0.00;0.26;0.00
01/01/2024;AE;AED;WEBSITE;ZTA;39;13365.00;0.26;3474.90
01/01/2024;CR;CRC;WEBSITE;ZTA;2;57600.00;0.00;109.44
01/01/2024;CZ;CZK;CEF;ZTA;1;710.00;0.04;28.12
01/01/2024;CZ;CZK;CSC;ZKL;1;0.00;0.04;0.00
01/01/2024;CZ;CZK;CSC;ZTA;1;1900.00;0.04;75.24
01/01/2024;CZ;CZK;DIRECTRETAIL;ZTA;12;5605.00;0.04;221.96
01/01/2024;CZ;CZK;WEBSITE;ZKL;4;0.00;0.04;0.00
01/01/2024;CZ;CZK;WEBSITE;ZTA;273;543995.00;0.04;21542.20
01/01/2024;CZ;CZK;WEBSITE;ZUP;1;1090.00;0.04;43.16
01/01/2024;DE;EUR;ATHOME;ZFG;49;0.00;1.00;0.00
01/01/2024;DE;EUR;INDIRECTRETAILSR;ZDE;53;2757.00;1.00;2757.00
01/01/2024;DE;EUR;INDIRECTRETAILSR;ZFG;48;0.00;1.00;0.00
01/01/2024;DE;EUR;WEBSITE;ZKL;21;0.00;1.00;0.00
01/01/2024;DE;EUR;WEBSITE;ZL2;63;3867.00;1.00;3867.00
01/01/2024;DE;EUR;WEBSITE;ZL3;11;699.00;1.00;699.00
01/01/2024;DE;EUR;WEBSITE;ZLD;144;0.00;1.00;0.00
01/01/2024;DE;EUR;WEBSITE;ZTA;839;85010.36;1.00;85010.36
01/01/2024;EG;EGP;CSC;ZKL;2;0.00;0.02;0.00
01/01/2024;EG;EGP;CSC;ZTA;182;282860.12;0.02;5317.77
01/01/2024;EG;EGP;DIRECTRETAIL;ZKL;75;0.00;0.02;0.00
01/01/2024;EG;EGP;DIRECTRETAIL;ZTA;749;983928.04;0.02;18497.85
01/01/2024;EG;EGP;INDIRECTRETAILSR;ZDE;143;142136.54;0.02;2672.17
01/01/2024;EG;EGP;WEBSITE;ZKL;10;0.00;0.02;0.00
01/01/2024;EG;EGP;WEBSITE;ZTA;668;988321.04;0.02;18580.44
01/01/2024;FR;EUR;WEBSITE;ZTA;20;1449.34;1.00;1449.34
01/01/2024;GB;GBP;CSC;ZKL;9;0.00;1.21;0.00
01/01/2024;GB;GBP;CSC;ZL2;1;19.00;1.21;22.99
01/01/2024;GB;GBP;CSC;ZLD;1;10.00;1.21;12.10
01/01/2024;GB;GBP;CSC;ZRS;6;0.00;1.21;0.00
01/01/2024;GB;GBP;CSC;ZTA;9;381.00;1.21;461.01
01/01/2024;GB;GBP;DIRECTRETAIL;ZKL;1;0.00;1.21;0.00
01/01/2024;GB;GBP;DIRECTRETAIL;ZTA;34;1415.00;1.21;1712.15
01/01/2024;GB;GBP;INDIRECTRETAILSR;ZDE;32;1338.00;1.21;1618.98
01/01/2024;GB;GBP;WEBSITE;ZKL;2;0.00;1.21;0.00
01/01/2024;GB;GBP;WEBSITE;ZL2;31;589.00;1.21;712.69
01/01/2024;GB;GBP;WEBSITE;ZL3;3;57.00;1.21;68.97
01/01/2024;GB;GBP;WEBSITE;ZLD;17;170.00;1.21;205.70
01/01/2024;GB;GBP;WEBSITE;ZTA;687;62131.21;1.21;75178.76
01/01/2024;ID;IDR;CEF;ZTA;510;121442000.00;0.00;7286.52
01/01/2024;ID;IDR;CSC;ZKL;1;0.00;0.00;0.00
01/01/2024;ID;IDR;CSC;ZTA;12;7441000.00;0.00;446.46
01/01/2024;ID;IDR;DIRECTRETAIL;ZKL;13;0.00;0.00;0.00
01/01/2024;ID;IDR;DIRECTRETAIL;ZTA;1759;594888000.00;0.00;35693.28
01/01/2024;ID;IDR;WEBSITE;ZKL;3;0.00;0.00;0.00
01/01/2024;ID;IDR;WEBSITE;ZTA;146;85367000.00;0.00;5122.02
01/01/2024;KG;KGS;CEF;ZTA;33;82968.00;0.01;912.65
01/01/2024;MA;MAD;CEF;ZTA;4;2240.00;0.10;212.80
01/01/2024;MA;MAD;DIRECTRETAIL;ZTA;33;12505.00;0.10;1187.98
01/01/2024;MA;MAD;WEBSITE;ZTA;1;400.00;0.10;38.00
01/01/2024;MX;MXN;CEF;ZTA;2;692.30;0.05;32.47
01/01/2024;MX;MXN;CSC;ZL3;2;1976.00;0.05;92.67
01/01/2024;MX;MXN;CSC;ZTA;1;377.30;0.05;17.70
01/01/2024;MX;MXN;DIRECTRETAIL;ZKL;2;0.00;0.05;0.00
01/01/2024;MX;MXN;DIRECTRETAIL;ZTA;43;23414.65;0.05;1098.15
01/01/2024;MX;MXN;INDIRECTRETAIL;ZBC;27;15415.50;0.05;722.99
01/01/2024;MX;MXN;WEBSITE;ZLD;3;3.00;0.05;0.14
01/01/2024;MX;MXN;WEBSITE;ZTA;17;12933.60;0.05;606.59
01/01/2024;PH;PHP;CEF;ZKL;3;0.00;0.02;0.00
01/01/2024;PH;PHP;CEF;ZTA;27;56340.00;0.02;921.16
01/01/2024;PH;PHP;DIRECTRETAIL;ZKL;4;0.00;0.02;0.00
01/01/2024;PH;PHP;DIRECTRETAIL;ZTA;705;1050126.00;0.02;17169.56
01/01/2024;PH;PHP;INDIRECTRETAILSR;ZDE;2;3380.00;0.02;55.26
01/01/2024;PH;PHP;WEBSITE;ZTA;125;246770.00;0.02;4034.69
01/01/2024;SK;EUR;CEF;ZTA;67;2003.00;1.00;2003.00
01/01/2024;SK;EUR;WEBSITE;ZL2;1;35.50;1.00;35.50
01/01/2024;SK;EUR;WEBSITE;ZLD;1;13.50;1.00;13.50
01/01/2024;SK;EUR;WEBSITE;ZTA;127;9936.59;1.00;9936.59
01/01/2024;TN;TND;CEF;ZTA;2;336.00;0.30;101.14
01/01/2024;TN;TND;DIRECTRETAIL;ZKL;9;0.00;0.30;0.00
01/01/2024;TN;TND;DIRECTRETAIL;ZTA;51;6265.00;0.30;1885.77
01/01/2024;TN;TND;WEBSITE;ZTA;1;136.00;0.30;40.94
02/01/2024;AE;AED;CSC;ZKL;6;0.00;0.26;0.00
02/01/2024;AE;AED;DIRECTRETAIL;ZKL;3;0.00;0.26;0.00
02/01/2024;AE;AED;DIRECTRETAIL;ZTA;185;49180.00;0.26;12786.80
02/01/2024;AE;AED;INDIRECTRETAIL;ZBC;13;2290.00;0.26;595.40
02/01/2024;AE;AED;WEBSITE;ZTA;75;24750.00;0.26;6435.00
02/01/2024;CR;CRC;CEF;ZTA;7;313200.00;0.00;595.08
02/01/2024;CR;CRC;CSC;ZTA;3;96000.00;0.00;182.40
02/01/2024;CR;CRC;WEBSITE;ZTA;2;85500.00;0.00;162.45
02/01/2024;CZ;CZK;CEF;ZTA;7;3660.00;0.04;144.94
02/01/2024;CZ;CZK;CSC;ZKL;15;0.00;0.04;0.00
02/01/2024;CZ;CZK;CSC;ZRS;1;0.00;0.04;0.00
02/01/2024;CZ;CZK;CSC;ZTA;158;195252.00;0.04;7731.98
02/01/2024;CZ;CZK;CSC;ZUP;38;24120.00;0.04;955.15
02/01/2024;CZ;CZK;DIRECTRETAIL;ZKL;158;0.00;0.04;0.00
02/01/2024;CZ;CZK;DIRECTRETAIL;ZTA;4586;4210197.00;0.04;166723.80
02/01/2024;CZ;CZK;INDIRECTRETAIL;ZBC;12;4668.00;0.04;184.85
02/01/2024;CZ;CZK;WEBSITE;ZKL;11;0.00;0.04;0.00
02/01/2024;CZ;CZK;WEBSITE;ZL2;2;2980.00;0.04;118.01
02/01/2024;CZ;CZK;WEBSITE;ZL3;1;990.00;0.04;39.20
02/01/2024;CZ;CZK;WEBSITE;ZLD;1;360.00;0.04;14.26
02/01/2024;CZ;CZK;WEBSITE;ZTA;792;1662274.00;0.04;65826.05
02/01/2024;CZ;CZK;WEBSITE;ZUP;2;1480.00;0.04;58.61
02/01/2024;DE;EUR;ATHOME;ZFG;225;0.00;1.00;0.00
02/01/2024;DE;EUR;CEF;ZTA;51;2313.00;1.00;2313.00
02/01/2024;DE;EUR;CSC;ZKL;36;0.00;1.00;0.00
02/01/2024;DE;EUR;CSC;ZLD;2;0.00;1.00;0.00
02/01/2024;DE;EUR;CSC;ZTA;178;1660.00;1.00;1660.00
02/01/2024;DE;EUR;DIRECTRETAIL;ZKL;31;0.00;1.00;0.00
02/01/2024;DE;EUR;DIRECTRETAIL;ZL2;2;138.00;1.00;138.00
02/01/2024;DE;EUR;DIRECTRETAIL;ZLD;3;0.00;1.00;0.00
02/01/2024;DE;EUR;DIRECTRETAIL;ZTA;875;31466.32;1.00;31466.32
02/01/2024;DE;EUR;INDIRECTRETAIL;ZBC;2;98.00;1.00;98.00
02/01/2024;DE;EUR;INDIRECTRETAILSR;ZDE;327;17373.00;1.00;17373.00
02/01/2024;DE;EUR;INDIRECTRETAILSR;ZFG;284;0.00;1.00;0.00
02/01/2024;DE;EUR;WEBSITE;ZKL;39;0.00;1.00;0.00
02/01/2024;DE;EUR;WEBSITE;ZL2;74;4506.00;1.00;4506.00
02/01/2024;DE;EUR;WEBSITE;ZL3;7;403.00;1.00;403.00
02/01/2024;DE;EUR;WEBSITE;ZLD;223;0.00;1.00;0.00
02/01/2024;DE;EUR;WEBSITE;ZTA;1439;145503.32;1.00;145503.32
02/01/2024;EG;EGP;CSC;ZKL;5;0.00;0.02;0.00
02/01/2024;EG;EGP;CSC;ZTA;150;247210.05;0.02;4647.55
02/01/2024;EG;EGP;DIRECTRETAIL;ZKL;64;0.00;0.02;0.00
02/01/2024;EG;EGP;DIRECTRETAIL;ZTA;764;883750.48;0.02;16614.51
02/01/2024;EG;EGP;INDIRECTRETAILSR;ZDE;144;132856.58;0.02;2497.70
02/01/2024;EG;EGP;WEBSITE;ZKL;13;0.00;0.02;0.00
02/01/2024;EG;EGP;WEBSITE;ZTA;735;1134741.22;0.02;21333.13
02/01/2024;FR;EUR;CSC;ZKL;13;0.00;1.00;0.00
02/01/2024;FR;EUR;WEBSITE;ZKL;1;0.00;1.00;0.00
02/01/2024;FR;EUR;WEBSITE;ZTA;36;2010.89;1.00;2010.89
02/01/2024;GB;GBP;CSC;ZKL;25;0.00;1.21;0.00
02/01/2024;GB;GBP;CSC;ZL2;1;19.00;1.21;22.99
02/01/2024;GB;GBP;CSC;ZLD;1;10.00;1.21;12.10
02/01/2024;GB;GBP;CSC;ZRS;8;0.00;1.21;0.00
02/01/2024;GB;GBP;CSC;ZTA;10;352.95;1.21;427.07
02/01/2024;GB;GBP;DIRECTRETAIL;ZTA;97;3829.00;1.21;4633.09
02/01/2024;GB;GBP;INDIRECTRETAIL;ZBC;2;60.00;1.21;72.60
02/01/2024;GB;GBP;INDIRECTRETAILSR;ZDE;91;3819.00;1.21;4620.99
02/01/2024;GB;GBP;WEBSITE;ZKL;5;0.00;1.21;0.00
02/01/2024;GB;GBP;WEBSITE;ZL2;27;513.00;1.21;620.73
02/01/2024;GB;GBP;WEBSITE;ZL3;1;19.00;1.21;22.99
02/01/2024;GB;GBP;WEBSITE;ZLD;28;280.00;1.21;338.80
02/01/2024;GB;GBP;WEBSITE;ZTA;1085;100288.28;1.21;121348.82
02/01/2024;ID;IDR;CEF;ZTA;788;165238010.00;0.00;9914.28
02/01/2024;ID;IDR;CSC;ZKL;1;0.00;0.00;0.00
02/01/2024;ID;IDR;CSC;ZTA;19;9836000.00;0.00;590.16
02/01/2024;ID;IDR;DIRECTRETAIL;ZKL;18;0.00;0.00;0.00
02/01/2024;ID;IDR;DIRECTRETAIL;ZTA;1611;527681000.00;0.00;31660.86
02/01/2024;ID;IDR;WEBSITE;ZTA;315;194788000.00;0.00;11687.28
02/01/2024;KG;KGS;CEF;ZTA;47;108202.00;0.01;1190.22
02/01/2024;MA;MAD;CEF;ZTA;20;8105.00;0.10;769.98
02/01/2024;MA;MAD;DIRECTRETAIL;ZKL;1;0.00;0.10;0.00
02/01/2024;MA;MAD;DIRECTRETAIL;ZTA;69;29300.00;0.10;2783.50
02/01/2024;MV;MVR;DIRECTRETAIL;ZKL;1;0.00;0.06;0.00
02/01/2024;MV;MVR;DIRECTRETAIL;ZTA;8;7930.00;0.06;483.73
02/01/2024;MX;MXN;CEF;ZTA;16;6390.10;0.05;299.70
02/01/2024;MX;MXN;CSC;ZKL;6;0.00;0.05;0.00
02/01/2024;MX;MXN;CSC;ZL2;4;3358.60;0.05;157.52
02/01/2024;MX;MXN;CSC;ZLD;2;2.00;0.05;0.09
02/01/2024;MX;MXN;CSC;ZTA;50;21741.90;0.05;1019.70
02/01/2024;MX;MXN;DIRECTRETAIL;ZKL;3;0.00;0.05;0.00
02/01/2024;MX;MXN;DIRECTRETAIL;ZTA;114;55727.10;0.05;2613.60
02/01/2024;MX;MXN;INDIRECTRETAIL;ZBC;29;15665.95;0.05;734.73
02/01/2024;MX;MXN;WEBSITE;ZL2;3;2964.00;0.05;139.01
02/01/2024;MX;MXN;WEBSITE;ZLD;5;5.00;0.05;0.23
02/01/2024;MX;MXN;WEBSITE;ZTA;35;23997.20;0.05;1125.47
02/01/2024;PH;PHP;CEF;ZTA;45;76235.00;0.02;1246.44
02/01/2024;PH;PHP;DIRECTRETAIL;ZKL;2;0.00;0.02;0.00
02/01/2024;PH;PHP;DIRECTRETAIL;ZTA;1015;1330372.00;0.02;21751.58
02/01/2024;PH;PHP;WEBSITE;ZTA;209;451259.00;0.02;7378.08
02/01/2024;SK;EUR;CEF;ZBC;24;837.60;1.00;837.60
02/01/2024;SK;EUR;CEF;ZTA;105;3155.00;1.00;3155.00
02/01/2024;SK;EUR;CSC;ZKL;13;0.00;1.00;0.00
02/01/2024;SK;EUR;CSC;ZTA;52;2061.50;1.00;2061.50
02/01/2024;SK;EUR;DIRECTRETAIL;ZKL;59;0.00;1.00;0.00
02/01/2024;SK;EUR;DIRECTRETAIL;ZTA;1222;55611.20;1.00;55611.20
02/01/2024;SK;EUR;INDIRECTRETAIL;ZBC;12;556.80;1.00;556.80
02/01/2024;SK;EUR;WEBSITE;ZKL;3;0.00;1.00;0.00
02/01/2024;SK;EUR;WEBSITE;ZL2;4;155.50;1.00;155.50
02/01/2024;SK;EUR;WEBSITE;ZLD;1;13.50;1.00;13.50
02/01/2024;SK;EUR;WEBSITE;ZTA;208;17562.90;1.00;17562.90
02/01/2024;TN;TND;CEF;ZKL;1;0.00;0.30;0.00
02/01/2024;TN;TND;CEF;ZTA;56;8047.00;0.30;2422.15
02/01/2024;TN;TND;DIRECTRETAIL;ZKL;27;0.00;0.30;0.00
02/01/2024;TN;TND;DIRECTRETAIL;ZTA;72;9084.00;0.30;2734.28
02/01/2024;TN;TND;WEBSITE;ZTA;1;47.00;0.30;14.15
03/01/2024;AE;AED;CSC;ZKL;8;0.00;0.26;0.00
03/01/2024;AE;AED;DIRECTRETAIL;ZKL;7;0.00;0.26;0.00
03/01/2024;AE;AED;DIRECTRETAIL;ZTA;145;36340.00;0.26;9448.40
03/01/2024;AE;AED;INDIRECTRETAIL;ZBC;16;2680.00;0.26;696.80
03/01/2024;AE;AED;WEBSITE;ZKL;2;0.00;0.26;0.00
03/01/2024;AE;AED;WEBSITE;ZTA;66;18380.00;0.26;4778.80
03/01/2024;CR;CRC;CEF;ZTA;2;126000.00;0.00;239.40
03/01/2024;CR;CRC;CSC;ZTA;1;14000.00;0.00;26.60
03/01/2024;CR;CRC;WEBSITE;ZTA;1;30000.00;0.00;57.00
03/01/2024;CZ;CZK;CEF;ZTA;36;23478.00;0.04;929.73
03/01/2024;CZ;CZK;CSC;ZKL;19;0.00;0.04;0.00
03/01/2024;CZ;CZK;CSC;ZRS;1;0.00;0.04;0.00
03/01/2024;CZ;CZK;CSC;ZTA;162;131727.00;0.04;5216.39
03/01/2024;CZ;CZK;CSC;ZUP;30;19700.00;0.04;780.12
03/01/2024;CZ;CZK;DIRECTRETAIL;ZKL;165;0.00;0.04;0.00
03/01/2024;CZ;CZK;DIRECTRETAIL;ZTA;4743;4489903.00;0.04;177800.16
03/01/2024;CZ;CZK;INDIRECTRETAIL;ZBC;14;6746.00;0.04;267.14
03/01/2024;CZ;CZK;WEBSITE;ZKL;4;0.00;0.04;0.00
03/01/2024;CZ;CZK;WEBSITE;ZL2;2;2280.00;0.04;90.29
03/01/2024;CZ;CZK;WEBSITE;ZLD;4;1440.00;0.04;57.02
03/01/2024;CZ;CZK;WEBSITE;ZTA;857;1683331.00;0.04;66659.91
03/01/2024;CZ;CZK;WEBSITE;ZUP;3;1970.00;0.04;78.01
03/01/2024;DE;EUR;ATHOME;ZFG;148;0.00;1.00;0.00
03/01/2024;DE;EUR;CEF;ZKL;1;0.00;1.00;0.00
03/01/2024;DE;EUR;CEF;ZTA;91;3820.80;1.00;3820.80
03/01/2024;DE;EUR;CSC;ZKL;39;0.00;1.00;0.00
03/01/2024;DE;EUR;CSC;ZL2;1;69.00;1.00;69.00
03/01/2024;DE;EUR;CSC;ZLD;2;0.00;1.00;0.00
03/01/2024;DE;EUR;CSC;ZRS;1;0.00;1.00;0.00
03/01/2024;DE;EUR;CSC;ZTA;41;1036.65;1.00;1036.65
03/01/2024;DE;EUR;DIRECTRETAIL;ZKL;35;0.00;1.00;0.00
03/01/2024;DE;EUR;DIRECTRETAIL;ZL2;4;276.00;1.00;276.00
03/01/2024;DE;EUR;DIRECTRETAIL;ZLD;2;0.00;1.00;0.00
03/01/2024;DE;EUR;DIRECTRETAIL;ZTA;1017;34583.99;1.00;34583.99
03/01/2024;DE;EUR;INDIRECTRETAIL;ZBC;16;684.00;1.00;684.00
03/01/2024;DE;EUR;INDIRECTRETAILSR;ZDE;392;20688.00;1.00;20688.00
03/01/2024;DE;EUR;INDIRECTRETAILSR;ZFG;322;0.00;1.00;0.00
03/01/2024;DE;EUR;WEBSITE;ZKL;36;0.00;1.00;0.00
03/01/2024;DE;EUR;WEBSITE;ZL2;33;2057.00;1.00;2057.00
03/01/2024;DE;EUR;WEBSITE;ZL3;2;138.00;1.00;138.00
03/01/2024;DE;EUR;WEBSITE;ZLD;198;0.00;1.00;0.00
03/01/2024;DE;EUR;WEBSITE;ZTA;1480;148720.59;1.00;148720.59
03/01/2024;EG;EGP;CSC;ZKL;3;0.00;0.02;0.00
03/01/2024;EG;EGP;CSC;ZTA;184;322850.09;0.02;6069.58
03/01/2024;EG;EGP;DIRECTRETAIL;ZKL;101;0.00;0.02;0.00
03/01/2024;EG;EGP;DIRECTRETAIL;ZTA;977;1088292.65;0.02;20459.90
03/01/2024;EG;EGP;INDIRECTRETAILSR;ZDE;108;113196.43;0.02;2128.09
03/01/2024;EG;EGP;WEBSITE;ZKL;14;0.00;0.02;0.00
03/01/2024;EG;EGP;WEBSITE;ZTA;815;1283691.42;0.02;24133.40
03/01/2024;FR;EUR;CSC;ZKL;7;0.00;1.00;0.00
03/01/2024;FR;EUR;CSC;ZTA;1;29.00;1.00;29.00
03/01/2024;FR;EUR;WEBSITE;ZTA;49;2508.98;1.00;2508.98
03/01/2024;GB;GBP;CSC;ZKL;27;0.00;1.21;0.00
03/01/2024;GB;GBP;CSC;ZRS;4;0.00;1.21;0.00
03/01/2024;GB;GBP;CSC;ZTA;15;499.88;1.21;604.85
03/01/2024;GB;GBP;DIRECTRETAIL;ZKL;1;0.00;1.21;0.00
03/01/2024;GB;GBP;DIRECTRETAIL;ZTA;113;4983.99;1.21;6030.63
03/01/2024;GB;GBP;INDIRECTRETAIL;ZBC;3;75.00;1.21;90.75
03/01/2024;GB;GBP;INDIRECTRETAILSR;ZDE;67;2883.00;1.21;3488.43
03/01/2024;GB;GBP;WEBSITE;ZKL;5;0.00;1.21;0.00
03/01/2024;GB;GBP;WEBSITE;ZL2;29;551.00;1.21;666.71
03/01/2024;GB;GBP;WEBSITE;ZL3;1;19.00;1.21;22.99
03/01/2024;GB;GBP;WEBSITE;ZLD;34;340.00;1.21;411.40
03/01/2024;GB;GBP;WEBSITE;ZTA;1055;91450.82;1.21;110655.49
03/01/2024;ID;IDR;CEF;ZTA;936;253875001.00;0.00;15232.50
03/01/2024;ID;IDR;CSC;ZKL;3;0.00;0.00;0.00
03/01/2024;ID;IDR;CSC;ZTA;30;9930000.00;0.00;595.80
03/01/2024;ID;IDR;DIRECTRETAIL;ZKL;12;0.00;0.00;0.00
03/01/2024;ID;IDR;DIRECTRETAIL;ZTA;1674;579035000.00;0.00;34742.10
03/01/2024;ID;IDR;WEBSITE;ZTA;317;206558000.00;0.00;12393.48
03/01/2024;KG;KGS;CEF;ZTA;52;126340.00;0.01;1389.74
03/01/2024;MA;MAD;CEF;ZTA;59;26275.00;0.10;2496.13
03/01/2024;MA;MAD;DIRECTRETAIL;ZTA;59;24940.00;0.10;2369.30
03/01/2024;MA;MAD;WEBSITE;ZTA;2;1080.00;0.10;102.60
03/01/2024;MV;MVR;DIRECTRETAIL;ZKL;3;0.00;0.06;0.00
03/01/2024;MV;MVR;DIRECTRETAIL;ZTA;5;2030.00;0.06;123.83
03/01/2024;MX;MXN;CEF;ZTA;24;5738.90;0.05;269.15
03/01/2024;MX;MXN;CSC;ZKL;1;0.00;0.05;0.00
03/01/2024;MX;MXN;CSC;ZL2;1;988.00;0.05;46.34
03/01/2024;MX;MXN;CSC;ZL3;1;988.00;0.05;46.34
03/01/2024;MX;MXN;CSC;ZLD;1;1.00;0.05;0.05
03/01/2024;MX;MXN;CSC;ZTA;42;20754.65;0.05;973.39
03/01/2024;MX;MXN;DIRECTRETAIL;ZKL;6;0.00;0.05;0.00
03/01/2024;MX;MXN;DIRECTRETAIL;ZTA;151;74647.70;0.05;3500.98
03/01/2024;MX;MXN;INDIRECTRETAIL;ZBC;43;22046.70;0.05;1033.99
03/01/2024;MX;MXN;WEBSITE;ZL3;2;1976.00;0.05;92.67
03/01/2024;MX;MXN;WEBSITE;ZTA;47;33156.05;0.05;1555.02
03/01/2024;PH;PHP;CEF;ZKL;2;0.00;0.02;0.00
03/01/2024;PH;PHP;CEF;ZTA;71;133110.00;0.02;2176.35
03/01/2024;PH;PHP;DIRECTRETAIL;ZKL;9;0.00;0.02;0.00
03/01/2024;PH;PHP;DIRECTRETAIL;ZTA;1099;1472205.00;0.02;24070.55
03/01/2024;PH;PHP;INDIRECTRETAIL;ZBC;2;2180.00;0.02;35.64
03/01/2024;PH;PHP;WEBSITE;ZTA;224;454840.00;0.02;7436.63
03/01/2024;SK;EUR;CEF;ZBC;55;1857.50;1.00;1857.50
03/01/2024;SK;EUR;CEF;ZTA;14;496.00;1.00;496.00
03/01/2024;SK;EUR;CSC;ZKL;13;0.00;1.00;0.00
03/01/2024;SK;EUR;CSC;ZTA;50;2049.00;1.00;2049.00
03/01/2024;SK;EUR;DIRECTRETAIL;ZKL;54;0.00;1.00;0.00
03/01/2024;SK;EUR;DIRECTRETAIL;ZTA;1173;57566.60;1.00;57566.60
03/01/2024;SK;EUR;INDIRECTRETAIL;ZBC;15;633.50;1.00;633.50
03/01/2024;SK;EUR;WEBSITE;ZKL;1;0.00;1.00;0.00
03/01/2024;SK;EUR;WEBSITE;ZL2;1;35.50;1.00;35.50
03/01/2024;SK;EUR;WEBSITE;ZL3;2;104.50;1.00;104.50
03/01/2024;SK;EUR;WEBSITE;ZLD;3;40.50;1.00;40.50
03/01/2024;SK;EUR;WEBSITE;ZTA;288;23528.30;1.00;23528.30
03/01/2024;TN;TND;CEF;ZKL;3;0.00;0.30;0.00
03/01/2024;TN;TND;CEF;ZTA;42;6859.00;0.30;2064.56
03/01/2024;TN;TND;DIRECTRETAIL;ZKL;24;0.00;0.30;0.00
03/01/2024;TN;TND;DIRECTRETAIL;ZTA;79;9117.00;0.30;2744.22
03/01/2024;TN;TND;WEBSITE;ZTA;2;420.00;0.30;126.42
04/01/2024;AE;AED;CSC;ZKL;7;0.00;0.26;0.00
04/01/2024;AE;AED;DIRECTRETAIL;ZKL;1;0.00;0.26;0.00
04/01/2024;AE;AED;DIRECTRETAIL;ZTA;190;48835.00;0.26;12697.10
04/01/2024;AE;AED;INDIRECTRETAIL;ZBC;9;1990.00;0.26;517.40
04/01/2024;AE;AED;WEBSITE;ZTA;51;17160.00;0.26;4461.60
04/01/2024;CR;CRC;CEF;ZTA;3;110150.00;0.00;209.29
04/01/2024;CR;CRC;CSC;ZKL;1;0.00;0.00;0.00
04/01/2024;CR;CRC;WEBSITE;ZTA;3;54000.00;0.00;102.60
04/01/2024;CZ;CZK;CEF;ZTA;16;7705.00;0.04;305.12
04/01/2024;CZ;CZK;CSC;ZKL;8;0.00;0.04;0.00
04/01/2024;CZ;CZK;CSC;ZTA;165;125041.00;0.04;4951.62
04/01/2024;CZ;CZK;CSC;ZUP;54;35610.00;0.04;1410.16
04/01/2024;CZ;CZK;DIRECTRETAIL;ZKL;182;0.00;0.04;0.00
04/01/2024;CZ;CZK;DIRECTRETAIL;ZTA;4691;4323983.00;0.04;171229.73
04/01/2024;CZ;CZK;INDIRECTRETAIL;ZBC;17;6613.00;0.04;261.87
04/01/2024;CZ;CZK;WEBSITE;ZKL;4;0.00;0.04;0.00
04/01/2024;CZ;CZK;WEBSITE;ZLD;6;2160.00;0.04;85.54
04/01/2024;CZ;CZK;WEBSITE;ZTA;800;1534834.00;0.04;60779.43
04/01/2024;CZ;CZK;WEBSITE;ZUP;3;3070.00;0.04;121.57
04/01/2024;DE;EUR;ATHOME;ZFG;129;0.00;1.00;0.00
04/01/2024;DE;EUR;CEF;ZTA;105;4494.50;1.00;4494.50
04/01/2024;DE;EUR;CSC;ZKL;34;0.00;1.00;0.00
04/01/2024;DE;EUR;CSC;ZL2;1;49.00;1.00;49.00
04/01/2024;DE;EUR;CSC;ZLD;2;0.00;1.00;0.00
04/01/2024;DE;EUR;CSC;ZRS;1;0.00;1.00;0.00
04/01/2024;DE;EUR;CSC;ZTA;138;537.00;1.00;537.00
04/01/2024;DE;EUR;DIRECTRETAIL;ZKL;29;0.00;1.00;0.00
04/01/2024;DE;EUR;DIRECTRETAIL;ZLD;3;0.00;1.00;0.00
04/01/2024;DE;EUR;DIRECTRETAIL;ZTA;894;35411.19;1.00;35411.19
04/01/2024;DE;EUR;INDIRECTRETAIL;ZBC;16;584.00;1.00;584.00
04/01/2024;DE;EUR;INDIRECTRETAILSR;ZDE;420;21012.00;1.00;21012.00
04/01/2024;DE;EUR;INDIRECTRETAILSR;ZFG;377;0.00;1.00;0.00
04/01/2024;DE;EUR;WEBSITE;ZKL;26;0.00;1.00;0.00
04/01/2024;DE;EUR;WEBSITE;ZL2;23;1367.00;1.00;1367.00
04/01/2024;DE;EUR;WEBSITE;ZLD;222;0.00;1.00;0.00
04/01/2024;DE;EUR;WEBSITE;ZTA;1272;118506.01;1.00;118506.01
04/01/2024;EG;EGP;CSC;ZKL;5;0.00;0.02;0.00
04/01/2024;EG;EGP;CSC;ZTA;143;273710.05;0.02;5145.75
04/01/2024;EG;EGP;DIRECTRETAIL;ZKL;129;0.00;0.02;0.00
04/01/2024;EG;EGP;DIRECTRETAIL;ZTA;1190;1437586.58;0.02;27026.63
04/01/2024;EG;EGP;INDIRECTRETAILSR;ZDE;171;160856.98;0.02;3024.11
04/01/2024;EG;EGP;WEBSITE;ZKL;15;0.00;0.02;0.00
04/01/2024;EG;EGP;WEBSITE;ZTA;613;989621.25;0.02;18604.88
04/01/2024;FR;EUR;CSC;ZKL;13;0.00;1.00;0.00
04/01/2024;FR;EUR;WEBSITE;ZKL;5;0.00;1.00;0.00
