DAY;COUNTRY;CURRENCY;ORDERCHANNEL;ORDERTYPE;ORDER;TOTAL PRICE;RATES;EUR
08/04/2024;AE;AED;INDIRECTRETAIL;ZBC;17;3690.00;0.26;959.40
08/04/2024;AE;AED;WEBSITE;ZTA;29;10655.00;0.26;2770.30
08/04/2024;CR;CRC;CEF;ZTA;7;196600.00;0.00;373.54
08/04/2024;CR;CRC;WEBSITE;ZTA;6;241900.00;0.00;459.61
08/04/2024;CZ;CZK;CEF;ZTA;29;16507.00;0.04;653.68
08/04/2024;CZ;CZK;CSC;ZKL;9;0.00;0.04;0.00
08/04/2024;CZ;CZK;CSC;ZTA;174;204951.00;0.04;8116.06
08/04/2024;CZ;CZK;DIRECTRETAIL;ZKL;239;0.00;0.04;0.00
08/04/2024;CZ;CZK;DIRECTRETAIL;ZTA;4230;4909767.00;0.04;194426.77
08/04/2024;CZ;CZK;INDIRECTRETAIL;ZBC;21;8169.00;0.04;323.49
08/04/2024;CZ;CZK;WEBSITE;ZKL;8;0.00;0.04;0.00
08/04/2024;CZ;CZK;WEBSITE;ZL2;1;1490.00;0.04;59.00
08/04/2024;CZ;CZK;WEBSITE;ZLD;2;750.00;0.04;29.70
08/04/2024;CZ;CZK;WEBSITE;ZTA;1365;3356313.50;0.04;132910.01
08/04/2024;DE;EUR;ATHOME;ZFG;266;0.00;1.00;0.00
08/04/2024;DE;EUR;CEF;ZTA;7;265.00;1.00;265.00
08/04/2024;DE;EUR;CSC;ZKL;46;0.00;1.00;0.00
08/04/2024;DE;EUR;CSC;ZTA;135;212.00;1.00;212.00
08/04/2024;DE;EUR;DIRECTRETAIL;ZKL;26;0.00;1.00;0.00
08/04/2024;DE;EUR;DIRECTRETAIL;ZTA;626;24031.15;1.00;24031.15
08/04/2024;DE;EUR;INDIRECTRETAIL;ZBC;1;59.00;1.00;59.00
08/04/2024;DE;EUR;INDIRECTRETAILSR;ZDE;286;16884.00;1.00;16884.00
08/04/2024;DE;EUR;INDIRECTRETAILSR;ZFG;232;0.00;1.00;0.00
08/04/2024;DE;EUR;WEBSITE;ZKL;42;0.00;1.00;0.00
08/04/2024;DE;EUR;WEBSITE;ZL2;49;3121.00;1.00;3121.00
08/04/2024;DE;EUR;WEBSITE;ZL3;4;256.00;1.00;256.00
08/04/2024;DE;EUR;WEBSITE;ZLD;211;0.00;1.00;0.00
08/04/2024;DE;EUR;WEBSITE;ZTA;951;101953.53;1.00;101953.53
08/04/2024;EG;EGP;CEF;ZTA;1;600.00;0.02;11.28
08/04/2024;EG;EGP;CSC;ZKL;4;0.00;0.02;0.00
08/04/2024;EG;EGP;CSC;ZTA;54;96060.00;0.02;1805.93
08/04/2024;EG;EGP;DIRECTRETAIL;ZKL;58;0.00;0.02;0.00
08/04/2024;EG;EGP;DIRECTRETAIL;ZTA;599;584202.14;0.02;10983.00
08/04/2024;EG;EGP;INDIRECTRETAILSR;ZDE;58;54052.15;0.02;1016.18
08/04/2024;EG;EGP;WEBSITE;ZKL;2;0.00;0.02;0.00
08/04/2024;EG;EGP;WEBSITE;ZTA;197;320549.02;0.02;6026.32
08/04/2024;FR;EUR;CSC;ZKL;12;0.00;1.00;0.00
08/04/2024;FR;EUR;CSC;ZTA;3;147.00;1.00;147.00
08/04/2024;FR;EUR;WEBSITE;ZKL;2;0.00;1.00;0.00
08/04/2024;FR;EUR;WEBSITE;ZTA;110;5435.87;1.00;5435.87
08/04/2024;GB;GBP;CSC;ZKL;17;0.00;1.21;0.00
08/04/2024;GB;GBP;CSC;ZL2;3;27.00;1.21;32.67
08/04/2024;GB;GBP;CSC;ZLD;1;10.00;1.21;12.10
08/04/2024;GB;GBP;CSC;ZRS;17;0.00;1.21;0.00
08/04/2024;GB;GBP;CSC;ZTA;18;233.95;1.21;283.08
08/04/2024;GB;GBP;CSC;ZUP;3;77.00;1.21;93.17
08/04/2024;GB;GBP;DIRECTRETAIL;ZTA;22;885.00;1.21;1070.85
08/04/2024;GB;GBP;INDIRECTRETAILSR;ZDE;95;3975.00;1.21;4809.75
08/04/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;9;290.00;1.21;350.90
08/04/2024;GB;GBP;WEBSITE;ZKL;5;0.00;1.21;0.00
08/04/2024;GB;GBP;WEBSITE;ZL2;25;225.00;1.21;272.25
08/04/2024;GB;GBP;WEBSITE;ZLD;62;620.00;1.21;750.20
08/04/2024;GB;GBP;WEBSITE;ZTA;870;82544.90;1.21;99879.33
08/04/2024;GB;GBP;WEBSITE;ZUP;9;251.00;1.21;303.71
08/04/2024;ID;IDR;CEF;ZTA;1399;323748017.00;0.00;19424.88
08/04/2024;ID;IDR;CSC;ZKL;6;0.00;0.00;0.00
08/04/2024;ID;IDR;CSC;ZTA;21;6629000.00;0.00;397.74
08/04/2024;ID;IDR;DIRECTRETAIL;ZKL;4;0.00;0.00;0.00
08/04/2024;ID;IDR;DIRECTRETAIL;ZTA;2039;667825000.00;0.00;40069.50
08/04/2024;ID;IDR;WEBSITE;ZKL;1;0.00;0.00;0.00
08/04/2024;ID;IDR;WEBSITE;ZTA;199;100081000.00;0.00;6004.86
08/04/2024;KG;KGS;CEF;ZTA;15;32200.00;0.01;354.20
08/04/2024;MA;MAD;CEF;ZTA;15;7055.00;0.10;670.23
08/04/2024;MA;MAD;DIRECTRETAIL;ZKL;4;0.00;0.10;0.00
08/04/2024;MA;MAD;DIRECTRETAIL;ZTA;16;5845.00;0.10;555.28
08/04/2024;MV;MVR;DIRECTRETAIL;ZTA;2;3790.00;0.06;231.19
08/04/2024;MX;MXN;CEF;ZTA;151;98475.20;0.05;4618.49
08/04/2024;MX;MXN;CSC;ZKL;6;0.00;0.05;0.00
08/04/2024;MX;MXN;CSC;ZL2;5;4940.00;0.05;231.69
08/04/2024;MX;MXN;DIRECTRETAIL;ZKL;1;0.00;0.05;0.00
08/04/2024;MX;MXN;DIRECTRETAIL;ZTA;75;50337.10;0.05;2360.81
08/04/2024;MX;MXN;INDIRECTRETAIL;ZBC;9;5113.60;0.05;239.83
08/04/2024;MX;MXN;WEBSITE;ZL2;1;988.00;0.05;46.34
08/04/2024;MX;MXN;WEBSITE;ZTA;16;13287.60;0.05;623.19
08/04/2024;PH;PHP;CEF;ZTA;143;118030.00;0.02;1929.79
08/04/2024;PH;PHP;DIRECTRETAIL;ZKL;3;0.00;0.02;0.00
08/04/2024;PH;PHP;DIRECTRETAIL;ZTA;769;1178390.00;0.02;19266.68
08/04/2024;PH;PHP;INDIRECTRETAIL;ZBC;1;990.00;0.02;16.19
08/04/2024;PH;PHP;INDIRECTRETAILSR;ZDE;7;11630.00;0.02;190.15
08/04/2024;PH;PHP;WEBSITE;ZTA;186;417080.00;0.02;6819.26
08/04/2024;SK;EUR;CEF;ZBC;11;361.90;1.00;361.90
08/04/2024;SK;EUR;CEF;ZTA;17;553.00;1.00;553.00
08/04/2024;SK;EUR;CSC;ZKL;6;0.00;1.00;0.00
08/04/2024;SK;EUR;CSC;ZTA;62;2311.35;1.00;2311.35
08/04/2024;SK;EUR;DIRECTRETAIL;ZKL;180;0.00;1.00;0.00
08/04/2024;SK;EUR;DIRECTRETAIL;ZTA;1385;55470.25;1.00;55470.25
08/04/2024;SK;EUR;INDIRECTRETAIL;ZBC;21;571.80;1.00;571.80
08/04/2024;SK;EUR;WEBSITE;ZL2;2;71.00;1.00;71.00
08/04/2024;SK;EUR;WEBSITE;ZLD;4;54.00;1.00;54.00
08/04/2024;SK;EUR;WEBSITE;ZTA;362;25887.45;1.00;25887.45
08/04/2024;TN;TND;CEF;ZKL;2;0.00;0.30;0.00
08/04/2024;TN;TND;CEF;ZTA;325;57665.00;0.30;17357.17
08/04/2024;TN;TND;DIRECTRETAIL;ZKL;14;0.00;0.30;0.00
08/04/2024;TN;TND;DIRECTRETAIL;ZTA;361;61687.00;0.30;18567.79
08/04/2024;TN;TND;WEBSITE;ZTA;2;570.00;0.30;171.57
09/04/2024;AE;AED;CSC;ZKL;1;0.00;0.26;0.00
09/04/2024;AE;AED;DIRECTRETAIL;ZKL;3;0.00;0.26;0.00
09/04/2024;AE;AED;DIRECTRETAIL;ZTA;36;10235.00;0.26;2661.10
09/04/2024;AE;AED;INDIRECTRETAIL;ZBC;6;1080.00;0.26;280.80
09/04/2024;AE;AED;WEBSITE;ZKL;1;0.00;0.26;0.00
09/04/2024;AE;AED;WEBSITE;ZTA;33;10905.00;0.26;2835.30
09/04/2024;CR;CRC;CEF;ZTA;11;351600.00;0.00;668.04
09/04/2024;CR;CRC;WEBSITE;ZTA;5;209500.00;0.00;398.05
09/04/2024;CZ;CZK;CEF;ZTA;40;21760.00;0.04;861.70
09/04/2024;CZ;CZK;CSC;ZKL;12;0.00;0.04;0.00
09/04/2024;CZ;CZK;CSC;ZRS;1;0.00;0.04;0.00
09/04/2024;CZ;CZK;CSC;ZTA;126;173082.00;0.04;6854.05
09/04/2024;CZ;CZK;DIRECTRETAIL;ZKL;256;0.00;0.04;0.00
09/04/2024;CZ;CZK;DIRECTRETAIL;ZTA;4540;5571067.00;0.04;220614.25
09/04/2024;CZ;CZK;INDIRECTRETAIL;ZBC;33;12837.00;0.04;508.35
09/04/2024;CZ;CZK;WEBSITE;ZKL;7;0.00;0.04;0.00
09/04/2024;CZ;CZK;WEBSITE;ZL3;1;1490.00;0.04;59.00
09/04/2024;CZ;CZK;WEBSITE;ZLD;6;2250.00;0.04;89.10
09/04/2024;CZ;CZK;WEBSITE;ZTA;1149;2761654.50;0.04;109361.52
09/04/2024;DE;EUR;ATHOME;ZFG;197;0.00;1.00;0.00
09/04/2024;DE;EUR;CEF;ZTA;110;4462.00;1.00;4462.00
09/04/2024;DE;EUR;CSC;ZKL;35;0.00;1.00;0.00
09/04/2024;DE;EUR;CSC;ZLD;1;0.00;1.00;0.00
09/04/2024;DE;EUR;CSC;ZRS;1;0.00;1.00;0.00
09/04/2024;DE;EUR;CSC;ZTA;124;242.00;1.00;242.00
09/04/2024;DE;EUR;DIRECTRETAIL;ZKL;17;0.00;1.00;0.00
09/04/2024;DE;EUR;DIRECTRETAIL;ZTA;465;16954.54;1.00;16954.54
09/04/2024;DE;EUR;INDIRECTRETAIL;ZBC;3;177.00;1.00;177.00
09/04/2024;DE;EUR;INDIRECTRETAILSR;ZDE;250;15390.00;1.00;15390.00
09/04/2024;DE;EUR;INDIRECTRETAILSR;ZFG;216;0.00;1.00;0.00
09/04/2024;DE;EUR;WEBSITE;ZKL;21;0.00;1.00;0.00
09/04/2024;DE;EUR;WEBSITE;ZL2;89;5681.00;1.00;5681.00
09/04/2024;DE;EUR;WEBSITE;ZL3;27;1703.00;1.00;1703.00
09/04/2024;DE;EUR;WEBSITE;ZLD;210;0.00;1.00;0.00
09/04/2024;DE;EUR;WEBSITE;ZTA;837;89670.30;1.00;89670.30
09/04/2024;EG;EGP;CSC;ZKL;1;0.00;0.02;0.00
09/04/2024;EG;EGP;CSC;ZTA;39;57460.02;0.02;1080.25
09/04/2024;EG;EGP;DIRECTRETAIL;ZKL;62;0.00;0.02;0.00
09/04/2024;EG;EGP;DIRECTRETAIL;ZTA;656;566367.17;0.02;10647.70
09/04/2024;EG;EGP;INDIRECTRETAILSR;ZDE;133;122500.43;0.02;2303.01
09/04/2024;EG;EGP;WEBSITE;ZKL;3;0.00;0.02;0.00
09/04/2024;EG;EGP;WEBSITE;ZTA;129;179686.29;0.02;3378.10
09/04/2024;FR;EUR;CSC;ZKL;11;0.00;1.00;0.00
09/04/2024;FR;EUR;CSC;ZTA;3;55.00;1.00;55.00
09/04/2024;FR;EUR;WEBSITE;ZKL;1;0.00;1.00;0.00
09/04/2024;FR;EUR;WEBSITE;ZTA;64;3368.98;1.00;3368.98
09/04/2024;GB;GBP;CSC;ZKL;18;0.00;1.21;0.00
09/04/2024;GB;GBP;CSC;ZL2;3;27.00;1.21;32.67
09/04/2024;GB;GBP;CSC;ZLD;1;10.00;1.21;12.10
09/04/2024;GB;GBP;CSC;ZTA;19;371.85;1.21;449.94
09/04/2024;GB;GBP;CSC;ZUP;9;241.00;1.21;291.61
09/04/2024;GB;GBP;DIRECTRETAIL;ZTA;28;1184.00;1.21;1432.64
09/04/2024;GB;GBP;INDIRECTRETAILSR;ZDE;108;4332.00;1.21;5241.72
09/04/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;6;174.00;1.21;210.54
09/04/2024;GB;GBP;WEBSITE;ZKL;2;0.00;1.21;0.00
09/04/2024;GB;GBP;WEBSITE;ZL2;47;423.00;1.21;511.83
09/04/2024;GB;GBP;WEBSITE;ZL3;5;45.00;1.21;54.45
09/04/2024;GB;GBP;WEBSITE;ZLD;111;1110.00;1.21;1343.10
09/04/2024;GB;GBP;WEBSITE;ZTA;879;88638.88;1.21;107253.04
09/04/2024;GB;GBP;WEBSITE;ZUP;6;164.00;1.21;198.44
09/04/2024;ID;IDR;CEF;ZKL;2;0.00;0.00;0.00
09/04/2024;ID;IDR;CEF;ZTA;1026;209474020.00;0.00;12568.44
09/04/2024;ID;IDR;CSC;ZKL;3;0.00;0.00;0.00
09/04/2024;ID;IDR;CSC;ZTA;10;4058000.00;0.00;243.48
09/04/2024;ID;IDR;DIRECTRETAIL;ZKL;7;0.00;0.00;0.00
09/04/2024;ID;IDR;DIRECTRETAIL;ZTA;1922;592025000.00;0.00;35521.50
09/04/2024;ID;IDR;WEBSITE;ZKL;1;0.00;0.00;0.00
09/04/2024;ID;IDR;WEBSITE;ZTA;149;71042000.00;0.00;4262.52
09/04/2024;KG;KGS;CEF;ZTA;26;56000.00;0.01;616.00
09/04/2024;MA;MAD;CEF;ZKL;2;0.00;0.10;0.00
09/04/2024;MA;MAD;CEF;ZTA;16;5960.00;0.10;566.20
09/04/2024;MA;MAD;DIRECTRETAIL;ZKL;2;0.00;0.10;0.00
09/04/2024;MA;MAD;DIRECTRETAIL;ZTA;26;12520.00;0.10;1189.40
09/04/2024;MA;MAD;WEBSITE;ZTA;1;100.00;0.10;9.50
09/04/2024;MV;MVR;DIRECTRETAIL;ZTA;7;9605.00;0.06;585.91
09/04/2024;MX;MXN;CEF;ZTA;47;36604.70;0.05;1716.76
09/04/2024;MX;MXN;CSC;ZKL;1;0.00;0.05;0.00
09/04/2024;MX;MXN;CSC;ZL2;1;988.00;0.05;46.34
09/04/2024;MX;MXN;CSC;ZLD;1;1.00;0.05;0.05
09/04/2024;MX;MXN;CSC;ZTA;167;128976.00;0.05;6048.97
09/04/2024;MX;MXN;DIRECTRETAIL;ZTA;686;773550.50;0.05;36279.52
09/04/2024;MX;MXN;INDIRECTRETAIL;ZBC;309;173333.00;0.05;8129.32
09/04/2024;MX;MXN;WEBSITE;ZKL;2;0.00;0.05;0.00
09/04/2024;MX;MXN;WEBSITE;ZL2;1;988.00;0.05;46.34
09/04/2024;MX;MXN;WEBSITE;ZLD;14;3810.00;0.05;178.69
09/04/2024;MX;MXN;WEBSITE;ZTA;474;420085.06;0.05;19701.99
09/04/2024;PH;PHP;CEF;ZKL;1;0.00;0.02;0.00
09/04/2024;PH;PHP;CEF;ZTA;824;89940.00;0.02;1470.52
09/04/2024;PH;PHP;DIRECTRETAIL;ZKL;3;0.00;0.02;0.00
09/04/2024;PH;PHP;DIRECTRETAIL;ZTA;719;1152109.00;0.02;18836.98
09/04/2024;PH;PHP;INDIRECTRETAILSR;ZDE;11;18340.00;0.02;299.86
09/04/2024;PH;PHP;WEBSITE;ZTA;160;341530.00;0.02;5584.02
09/04/2024;SK;EUR;CEF;ZBC;110;3722.00;1.00;3722.00
09/04/2024;SK;EUR;CEF;ZTA;16;484.00;1.00;484.00
09/04/2024;SK;EUR;CSC;ZKL;5;0.00;1.00;0.00
09/04/2024;SK;EUR;CSC;ZTA;74;2598.50;1.00;2598.50
09/04/2024;SK;EUR;DIRECTRETAIL;ZKL;172;0.00;1.00;0.00
09/04/2024;SK;EUR;DIRECTRETAIL;ZTA;1376;54841.80;1.00;54841.80
09/04/2024;SK;EUR;INDIRECTRETAIL;ZBC;34;1025.20;1.00;1025.20
09/04/2024;SK;EUR;WEBSITE;ZKL;4;0.00;1.00;0.00
09/04/2024;SK;EUR;WEBSITE;ZL2;3;140.00;1.00;140.00
09/04/2024;SK;EUR;WEBSITE;ZLD;1;13.50;1.00;13.50
09/04/2024;SK;EUR;WEBSITE;ZTA;375;25100.80;1.00;25100.80
09/04/2024;TN;TND;CEF;ZTA;208;35617.00;0.30;10720.72
09/04/2024;TN;TND;DIRECTRETAIL;ZKL;9;0.00;0.30;0.00
09/04/2024;TN;TND;DIRECTRETAIL;ZTA;275;44504.00;0.30;13395.70
09/04/2024;TN;TND;WEBSITE;ZTA;2;370.00;0.30;111.37
10/04/2024;AE;AED;DIRECTRETAIL;ZKL;2;0.00;0.26;0.00
10/04/2024;AE;AED;DIRECTRETAIL;ZTA;19;6120.00;0.26;1591.20
10/04/2024;AE;AED;INDIRECTRETAIL;ZBC;6;1080.00;0.26;280.80
10/04/2024;AE;AED;WEBSITE;ZKL;1;0.00;0.26;0.00
10/04/2024;AE;AED;WEBSITE;ZTA;38;14050.00;0.26;3653.00
10/04/2024;CR;CRC;CEF;ZTA;3;80800.00;0.00;153.52
10/04/2024;CR;CRC;CSC;ZTA;2;43400.00;0.00;82.46
10/04/2024;CR;CRC;WEBSITE;ZLD;1;2400.00;0.00;4.56
10/04/2024;CR;CRC;WEBSITE;ZTA;7;323800.00;0.00;615.22
10/04/2024;CZ;CZK;CEF;ZTA;45;29724.00;0.04;1177.07
10/04/2024;CZ;CZK;CSC;ZKL;5;0.00;0.04;0.00
10/04/2024;CZ;CZK;CSC;ZTA;125;145960.00;0.04;5780.02
10/04/2024;CZ;CZK;DIRECTRETAIL;ZKL;272;0.00;0.04;0.00
10/04/2024;CZ;CZK;DIRECTRETAIL;ZTA;4925;6104108.00;0.04;241722.68
10/04/2024;CZ;CZK;INDIRECTRETAIL;ZBC;25;9725.00;0.04;385.11
10/04/2024;CZ;CZK;WEBSITE;ZKL;4;0.00;0.04;0.00
10/04/2024;CZ;CZK;WEBSITE;ZLD;8;3000.00;0.04;118.80
10/04/2024;CZ;CZK;WEBSITE;ZTA;1087;2454405.00;0.04;97194.44
10/04/2024;DE;EUR;ATHOME;ZFG;175;0.00;1.00;0.00
10/04/2024;DE;EUR;CEF;ZTA;193;7372.60;1.00;7372.60
10/04/2024;DE;EUR;CSC;ZKL;27;0.00;1.00;0.00
10/04/2024;DE;EUR;CSC;ZLD;1;0.00;1.00;0.00
10/04/2024;DE;EUR;CSC;ZTA;73;247.50;1.00;247.50
10/04/2024;DE;EUR;DIRECTRETAIL;ZKL;12;0.00;1.00;0.00
10/04/2024;DE;EUR;DIRECTRETAIL;ZTA;533;21214.55;1.00;21214.55
10/04/2024;DE;EUR;INDIRECTRETAIL;ZBC;4;216.00;1.00;216.00
10/04/2024;DE;EUR;INDIRECTRETAILSR;ZDE;278;17032.00;1.00;17032.00
10/04/2024;DE;EUR;INDIRECTRETAILSR;ZFG;235;0.00;1.00;0.00
10/04/2024;DE;EUR;WEBSITE;ZKL;26;0.00;1.00;0.00
10/04/2024;DE;EUR;WEBSITE;ZL2;98;6342.00;1.00;6342.00
10/04/2024;DE;EUR;WEBSITE;ZL3;25;1545.00;1.00;1545.00
10/04/2024;DE;EUR;WEBSITE;ZLD;218;0.00;1.00;0.00
10/04/2024;DE;EUR;WEBSITE;ZTA;848;85537.74;1.00;85537.74
10/04/2024;EG;EGP;CSC;ZTA;29;38180.06;0.02;717.79
10/04/2024;EG;EGP;DIRECTRETAIL;ZKL;43;0.00;0.02;0.00
10/04/2024;EG;EGP;DIRECTRETAIL;ZTA;708;539788.60;0.02;10148.03
10/04/2024;EG;EGP;INDIRECTRETAILSR;ZDE;49;42912.22;0.02;806.75
10/04/2024;EG;EGP;WEBSITE;ZKL;7;0.00;0.02;0.00
10/04/2024;EG;EGP;WEBSITE;ZTA;118;190286.29;0.02;3577.38
10/04/2024;FR;EUR;CSC;ZKL;11;0.00;1.00;0.00
10/04/2024;FR;EUR;CSC;ZTA;3;45.00;1.00;45.00
10/04/2024;FR;EUR;WEBSITE;ZKL;3;0.00;1.00;0.00
10/04/2024;FR;EUR;WEBSITE;ZTA;38;1859.19;1.00;1859.19
10/04/2024;GB;GBP;CSC;ZKL;20;0.00;1.21;0.00
10/04/2024;GB;GBP;CSC;ZRS;17;0.00;1.21;0.00
10/04/2024;GB;GBP;CSC;ZTA;14;233.85;1.21;282.96
10/04/2024;GB;GBP;CSC;ZUP;7;193.00;1.21;233.53
10/04/2024;GB;GBP;DIRECTRETAIL;ZKL;1;0.00;1.21;0.00
10/04/2024;GB;GBP;DIRECTRETAIL;ZTA;28;1442.00;1.21;1744.82
10/04/2024;GB;GBP;INDIRECTRETAILSR;ZDE;95;3795.00;1.21;4591.95
10/04/2024;GB;GBP;INTERNATIONALMARKETPLACE;ZTA;7;203.00;1.21;245.63
10/04/2024;GB;GBP;WEBSITE;ZKL;7;0.00;1.21;0.00
10/04/2024;GB;GBP;WEBSITE;ZL2;70;627.00;1.21;758.67
10/04/2024;GB;GBP;WEBSITE;ZL3;2;18.00;1.21;21.78
10/04/2024;GB;GBP;WEBSITE;ZLD;103;1030.00;1.21;1246.30
10/04/2024;GB;GBP;WEBSITE;ZTA;775;76123.89;1.21;92109.91
10/04/2024;GB;GBP;WEBSITE;ZUP;10;270.00;1.21;326.70
10/04/2024;ID;IDR;CEF;ZTA;506;101513014.00;0.00;6090.78
10/04/2024;ID;IDR;CSC;ZTA;2;638000.00;0.00;38.28
10/04/2024;ID;IDR;DIRECTRETAIL;ZKL;5;0.00;0.00;0.00
10/04/2024;ID;IDR;DIRECTRETAIL;ZTA;1303;414160000.00;0.00;24849.60
10/04/2024;ID;IDR;WEBSITE;ZKL;1;0.00;0.00;0.00
10/04/2024;ID;IDR;WEBSITE;ZTA;103;48641000.00;0.00;2918.46
10/04/2024;KG;KGS;CEF;ZTA;29;72200.00;0.01;794.20
10/04/2024;MA;MAD;CEF;ZKL;1;0.00;0.10;0.00
10/04/2024;MA;MAD;CEF;ZTA;5;1410.00;0.10;133.95
10/04/2024;MX;MXN;CEF;ZTA;77;53726.50;0.05;2519.77
10/04/2024;MX;MXN;CSC;ZLD;4;4.00;0.05;0.19
10/04/2024;MX;MXN;CSC;ZTA;219;166034.37;0.05;7787.01
10/04/2024;MX;MXN;DIRECTRETAIL;ZTA;634;643286.20;0.05;30170.12
10/04/2024;MX;MXN;INDIRECTRETAIL;ZBC;311;178424.80;0.05;8368.12
10/04/2024;MX;MXN;WEBSITE;ZKL;1;0.00;0.05;0.00
10/04/2024;MX;MXN;WEBSITE;ZLD;8;8.00;0.05;0.38
10/04/2024;MX;MXN;WEBSITE;ZTA;298;248413.25;0.05;11650.58
10/04/2024;PH;PHP;CEF;ZKL;2;0.00;0.02;0.00
10/04/2024;PH;PHP;CEF;ZTA;698;96360.00;0.02;1575.49
10/04/2024;PH;PHP;DIRECTRETAIL;ZKL;3;0.00;0.02;0.00
10/04/2024;PH;PHP;DIRECTRETAIL;ZTA;695;989169.00;0.02;16172.91
10/04/2024;PH;PHP;INDIRECTRETAILSR;ZDE;8;13520.00;0.02;221.05
10/04/2024;PH;PHP;WEBSITE;ZTA;179;377630.00;0.02;6174.25
10/04/2024;SK;EUR;CEF;ZBC;77;2645.30;1.00;2645.30
10/04/2024;SK;EUR;CEF;ZTA;25;745.00;1.00;745.00
10/04/2024;SK;EUR;CSC;ZKL;12;0.00;1.00;0.00
10/04/2024;SK;EUR;CSC;ZTA;61;2633.25;1.00;2633.25
10/04/2024;SK;EUR;DIRECTRETAIL;ZKL;157;0.00;1.00;0.00
10/04/2024;SK;EUR;DIRECTRETAIL;ZTA;1378;52481.35;1.00;52481.35
10/04/2024;SK;EUR;INDIRECTRETAIL;ZBC;50;1613.00;1.00;1613.00
10/04/2024;SK;EUR;WEBSITE;ZKL;8;0.00;1.00;0.00
10/04/2024;SK;EUR;WEBSITE;ZL2;1;35.50;1.00;35.50
10/04/2024;SK;EUR;WEBSITE;ZL3;1;35.50;1.00;35.50
10/04/2024;SK;EUR;WEBSITE;ZLD;3;40.50;1.00;40.50
10/04/2024;SK;EUR;WEBSITE;ZTA;406;29556.00;1.00;29556.00
10/04/2024;TN;TND;CEF;ZTA;57;9222.00;0.30;2775.82
10/04/2024;TN;TND;DIRECTRETAIL;ZTA;3;464.00;0.30;139.66
10/04/2024;TN;TND;WEBSITE;ZTA;3;615.00;0.30;185.12
11/04/2024;AE;AED;CSC;ZKL;1;0.00;0.26;0.00
11/04/2024;AE;AED;DIRECTRETAIL;ZKL;3;0.00;0.26;0.00
11/04/2024;AE;AED;DIRECTRETAIL;ZTA;23;5800.00;0.26;1508.00
11/04/2024;AE;AED;INDIRECTRETAIL;ZBC;8;1440.00;0.26;374.40
11/04/2024;AE;AED;WEBSITE;ZTA;42;13890.00;0.26;3611.40
11/04/2024;CR;CRC;CEF;ZTA;12;355500.00;0.00;675.45
11/04/2024;CR;CRC;CSC;ZTA;2;61600.00;0.00;117.04
11/04/2024;CR;CRC;WEBSITE;ZTA;3;99600.00;0.00;189.24
11/04/2024;CZ;CZK;CEF;ZTA;31;18215.00;0.04;721.31
11/04/2024;CZ;CZK;CSC;ZKL;8;0.00;0.04;0.00
11/04/2024;CZ;CZK;CSC;ZTA;93;104357.00;0.04;4132.54
11/04/2024;CZ;CZK;DIRECTRETAIL;ZKL;256;0.00;0.04;0.00
11/04/2024;CZ;CZK;DIRECTRETAIL;ZTA;5305;6662088.00;0.04;263818.68
11/04/2024;CZ;CZK;INDIRECTRETAIL;ZBC;19;7391.00;0.04;292.68
11/04/2024;CZ;CZK;WEBSITE;ZKL;6;0.00;0.04;0.00
11/04/2024;CZ;CZK;WEBSITE;ZL2;1;1490.00;0.04;59.00
11/04/2024;CZ;CZK;WEBSITE;ZLD;5;1875.00;0.04;74.25
11/04/2024;CZ;CZK;WEBSITE;ZTA;888;1941408.00;0.04;76879.76
11/04/2024;DE;EUR;ATHOME;ZFG;177;0.00;1.00;0.00
11/04/2024;DE;EUR;CEF;ZTA;179;6948.60;1.00;6948.60
11/04/2024;DE;EUR;CSC;ZKL;47;0.00;1.00;0.00
11/04/2024;DE;EUR;CSC;ZTA;100;202.00;1.00;202.00
11/04/2024;DE;EUR;DIRECTRETAIL;ZKL;30;0.00;1.00;0.00
11/04/2024;DE;EUR;DIRECTRETAIL;ZLD;4;0.00;1.00;0.00
11/04/2024;DE;EUR;DIRECTRETAIL;ZTA;502;23579.73;1.00;23579.73
11/04/2024;DE;EUR;INDIRECTRETAIL;ZBC;10;470.00;1.00;470.00
11/04/2024;DE;EUR;INDIRECTRETAILSR;ZDE;278;17552.00;1.00;17552.00
11/04/2024;DE;EUR;INDIRECTRETAILSR;ZFG;231;0.00;1.00;0.00
11/04/2024;DE;EUR;WEBSITE;ZKL;21;0.00;1.00;0.00
11/04/2024;DE;EUR;WEBSITE;ZL2;8;472.00;1.00;472.00
11/04/2024;DE;EUR;WEBSITE;ZLD;221;0.00;1.00;0.00
11/04/2024;DE;EUR;WEBSITE;ZTA;1037;103630.39;1.00;103630.39
11/04/2024;EG;EGP;CSC;ZTA;36;34420.04;0.02;647.10
11/04/2024;EG;EGP;DIRECTRETAIL;ZKL;57;0.00;0.02;0.00
11/04/2024;EG;EGP;DIRECTRETAIL;ZTA;938;702319.29;0.02;13203.60
11/04/2024;EG;EGP;INDIRECTRETAILSR;ZDE;99;89564.52;0.02;1683.81
11/04/2024;EG;EGP;WEBSITE;ZKL;6;0.00;0.02;0.00
11/04/2024;EG;EGP;WEBSITE;ZTA;218;316112.59;0.02;5942.92
11/04/2024;FR;EUR;CSC;ZKL;13;0.00;1.00;0.00
